7.1551e+05,0.073392,0.84,0
7.1551e+05,0.039745,0.21,0
7.1551e+05,0.049831,0.46001,0
7.1551e+05,0.051303,0,0
7.1552e+05,0.042794,0.82001,0
7.1552e+05,0.02926,1.01,0
7.1552e+05,0.039007,0.76999,0
7.1552e+05,0.039006,0.27,0
7.1552e+05,0.037291,0.52999,0
7.1552e+05,0.034064,0.70001,0
7.1552e+05,0.038092,0.070001,0
7.1552e+05,0.013016,0.52001,0
7.1552e+05,0.02798,0,0
7.1552e+05,0.035518,0,0
7.1553e+05,0.018616,0,0
7.1553e+05,0.01972,0.18,0
7.1553e+05,0.036538,0.13,0
7.1553e+05,0.021606,0.070001,0
7.1553e+05,0.053404,0,0
7.1553e+05,0.047096,0.34999,0
7.1553e+05,0.070397,0.2,0
7.1553e+05,0.064511,1.06,0
7.1553e+05,0.071743,1.53,0
7.1553e+05,0.034326,0.02,0
7.1554e+05,0.046258,0.040001,0
7.1554e+05,0.050747,0,0
7.1554e+05,0.062254,0,0
7.1554e+05,0.073585,0,0
7.1554e+05,0.064005,0,0
7.1554e+05,0.051875,0.040001,0
7.1554e+05,0.0591,0,0
7.1554e+05,0.072218,0,0
7.1554e+05,0.052417,0,0
7.1554e+05,0.049458,0,0
7.1555e+05,0.055108,0,0
7.1555e+05,0.054559,0,0
7.1555e+05,0.021714,0,0
7.1555e+05,0.016587,0,0
7.1555e+05,0.015253,0,0
7.1555e+05,0.040247,0,0
7.1555e+05,0.052492,0,0
7.1555e+05,0.017444,0,0
7.1555e+05,0.0231,0.040001,0
7.1555e+05,0.030485,0,0
7.1556e+05,0.084956,0,0
7.1556e+05,0.091246,0,0
7.1556e+05,0.11044,0,0
7.1556e+05,0.028175,0,0
7.1556e+05,0.059145,0,0
7.1556e+05,0.08859,0.02,0
7.1556e+05,0.10519,0,0
7.1556e+05,0.067329,0.51,0
7.1556e+05,0.083587,0.02,0
7.1556e+05,0.082573,0,0
7.1557e+05,0.12009,0,0
7.1557e+05,0.15282,0,0
7.1557e+05,0.14818,0,0
7.1557e+05,0.18989,0,0
7.1557e+05,0.19445,0,0
7.1557e+05,0.18018,0,0
7.1557e+05,0.19712,0,0
7.1557e+05,0.099146,0.1,0
7.1557e+05,0.13722,0.16,0
7.1557e+05,0.14575,1.98,0
7.1558e+05,0.16269,0.049999,0
7.1558e+05,0.14832,0.19,0
7.1558e+05,0.15677,0.02,0
7.1558e+05,0.16408,0,0
7.1558e+05,0.18592,0,0
7.1558e+05,0.16723,0.12,0
7.1558e+05,0.12647,0.01,0
7.1558e+05,0.058493,0,0
7.1558e+05,0.12856,0,0
7.1558e+05,0.095377,0.31001,0
7.1559e+05,0.052344,0.1,0
7.1559e+05,0.12643,0,0
7.1559e+05,0.14137,0,0
7.1559e+05,0.16357,0.87,0
7.1559e+05,0.12565,0.79999,0
7.1559e+05,0.17726,0.21,0
7.1559e+05,0.082979,0.31999,0
7.1559e+05,0.15617,0.02,0
7.1559e+05,0.22261,0.70001,0
7.1559e+05,0.11099,0.49001,0
7.156e+05,0.1661,0.03,0
7.156e+05,0.18587,0.14,0
7.156e+05,0.21939,0.040001,0
7.156e+05,0.23624,0.55001,0
7.156e+05,0.12111,0.49001,0
7.156e+05,0.21367,0.02,0
7.156e+05,0.1505,0,0
7.156e+05,0.14327,0,0
7.156e+05,0.30321,0,0
7.156e+05,0.29228,0,0
7.1561e+05,0.19072,0,0
7.1561e+05,0.16956,1.27,0
7.1561e+05,0.17712,0.2,0
7.1561e+05,0.15002,0,0
7.1561e+05,0.19057,0.12,0
7.1561e+05,0.18613,0.14,0
7.1561e+05,0.17733,0.25999,0
7.1561e+05,0.17017,0.22,0
7.1561e+05,0.39444,0.02,0
7.1561e+05,0.39191,0.24,0
7.1562e+05,0.21674,0.31001,0
7.1562e+05,0.19308,0.06,0
7.1562e+05,0.18635,0.06,0
7.1562e+05,0.14516,0,0
7.1562e+05,0.15089,0,0
7.1562e+05,0.25516,0,0
7.1562e+05,0.22451,0,0
7.1562e+05,0.28111,0,0
7.1562e+05,0.2383,0.09,0
7.1562e+05,0.32954,0,0
7.1563e+05,0.3044,0.09,0
7.1563e+05,0.20287,0.88999,0
7.1563e+05,0.26039,0.070001,0
7.1563e+05,0.185,0.070001,0
7.1563e+05,0.15163,1.47,0
7.1563e+05,0.13048,0.040001,0
7.1563e+05,0.30562,0.03,0
7.1563e+05,0.26359,0,0
7.1563e+05,0.2308,0.24,0
7.1563e+05,0.21508,0.01,0
7.1564e+05,0.36223,0,0
7.1564e+05,0.38696,0,0
7.1564e+05,0.42284,0,0
7.1564e+05,0.38895,0,0
7.1564e+05,0.41779,0,0
7.1564e+05,0.49763,0.02,0
7.1564e+05,0.39666,0,0
7.1564e+05,0.48075,0,0
7.1564e+05,0.47532,0,0
7.1564e+05,0.44382,0,0
7.1565e+05,0.37895,0,0
7.1565e+05,0.38744,0,0
7.1565e+05,0.3618,0,0
7.1565e+05,0.15915,0.070001,0
7.1565e+05,0.15438,0,0
7.1565e+05,0.35072,0,0
7.1565e+05,0.27345,0.31001,0
7.1565e+05,0.42219,0,0
7.1565e+05,0.49653,0,0
7.1565e+05,0.50556,0,0
7.1566e+05,0.38555,0,0
7.1566e+05,0.26396,0.040001,0
7.1566e+05,0.22917,0,0
7.1566e+05,0.19337,0,0
7.1566e+05,0.27136,0.3,0
7.1566e+05,0.32537,0,0
7.1566e+05,0.41684,0,0
7.1566e+05,0.28572,0,0
7.1566e+05,0.44024,0,0
